,Type,Air temperature [°C],Process temperature [°C],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature difference [°C]
6327,L,28.450000000000045,37.85000000000002,1425,49.5,174,0,0,0,0,0,0,9.399999999999977
6328,L,28.55000000000001,37.85000000000002,1672,29.7,176,0,0,0,0,0,0,9.300000000000011
6329,M,28.55000000000001,37.85000000000002,1641,34.6,178,0,0,0,0,0,0,9.300000000000011
6330,M,28.350000000000023,37.85000000000002,1580,37.0,181,0,0,0,0,0,0,9.5
6331,H,28.350000000000023,37.85000000000002,1495,47.4,184,0,0,0,0,0,0,9.5
6332,M,28.350000000000023,37.75,1994,19.8,189,0,0,0,0,0,0,9.399999999999977
6333,M,28.25,37.75,1415,31.8,192,0,0,0,0,0,0,9.5
6334,M,28.25,37.650000000000034,1725,30.4,195,0,0,0,0,0,0,9.400000000000034
6335,M,28.25,37.650000000000034,1430,43.4,198,0,0,0,0,0,0,9.400000000000034
6336,L,28.25,37.650000000000034,1395,48.1,201,0,0,0,0,0,0,9.400000000000034
6337,M,28.25,37.650000000000034,1435,43.6,203,0,0,0,0,0,0,9.400000000000034
6338,L,28.25,37.75,1681,28.6,206,0,0,0,0,0,0,9.5
6339,L,28.350000000000023,37.85000000000002,1451,48.6,208,0,0,0,0,0,0,9.5
6340,H,28.350000000000023,37.75,1397,45.9,210,1,1,0,0,0,0,9.399999999999977
6341,M,28.25,37.650000000000034,1421,47.2,0,0,0,0,0,0,0,9.400000000000034
6342,M,28.150000000000034,37.650000000000034,1444,42.0,3,0,0,0,0,0,0,9.5
6343,L,28.05000000000001,37.650000000000034,1827,23.0,6,0,0,0,0,0,0,9.600000000000023
6344,H,28.05000000000001,37.650000000000034,1374,47.7,8,0,0,0,0,0,0,9.600000000000023
6345,L,28.05000000000001,37.650000000000034,1650,29.6,13,0,0,0,0,0,0,9.600000000000023
6346,L,28.05000000000001,37.55000000000001,1275,60.7,15,0,0,0,0,0,0,9.5
6347,L,28.05000000000001,37.55000000000001,1421,44.6,17,0,0,0,0,0,0,9.5
6348,L,28.05000000000001,37.650000000000034,1557,33.8,19,0,0,0,0,0,0,9.600000000000023
6349,L,27.950000000000045,37.650000000000034,1506,35.2,21,0,0,0,0,0,0,9.699999999999989
6350,L,27.950000000000045,37.55000000000001,1362,49.1,23,0,0,0,0,0,0,9.599999999999966
6351,L,27.850000000000023,37.55000000000001,1542,47.1,25,0,0,0,0,0,0,9.699999999999989
6352,L,27.850000000000023,37.450000000000045,1496,38.8,27,0,0,0,0,0,0,9.600000000000023
6353,M,27.850000000000023,37.450000000000045,1491,42.0,29,0,0,0,0,0,0,9.600000000000023
6354,L,27.950000000000045,37.450000000000045,1565,34.8,32,0,0,0,0,0,0,9.5
6355,L,27.950000000000045,37.55000000000001,1481,37.9,34,0,0,0,0,0,0,9.599999999999966
6356,M,27.950000000000045,37.55000000000001,1420,48.4,36,0,0,0,0,0,0,9.599999999999966
6357,L,28.05000000000001,37.650000000000034,1398,54.8,39,0,0,0,0,0,0,9.600000000000023
6358,M,28.05000000000001,37.650000000000034,1466,45.7,41,0,0,0,0,0,0,9.600000000000023
6359,L,27.950000000000045,37.650000000000034,1430,56.7,44,0,0,0,0,0,0,9.699999999999989
6360,L,27.950000000000045,37.55000000000001,1441,40.1,46,0,0,0,0,0,0,9.599999999999966
6361,M,27.950000000000045,37.55000000000001,1348,57.3,48,0,0,0,0,0,0,9.599999999999966
6362,L,27.850000000000023,37.450000000000045,1738,28.7,51,0,0,0,0,0,0,9.600000000000023
6363,M,27.850000000000023,37.450000000000045,1618,36.2,53,0,0,0,0,0,0,9.600000000000023
6364,M,27.75,37.450000000000045,1489,41.7,56,0,0,0,0,0,0,9.700000000000045
6365,M,27.75,37.35000000000002,1412,57.9,59,0,0,0,0,0,0,9.600000000000023
6366,M,27.75,37.35000000000002,2065,18.1,62,0,0,0,0,0,0,9.600000000000023
6367,L,27.850000000000023,37.450000000000045,1571,33.1,65,0,0,0,0,0,0,9.600000000000023
6368,M,27.850000000000023,37.450000000000045,1423,48.7,67,0,0,0,0,0,0,9.600000000000023
6369,H,27.850000000000023,37.35000000000002,1781,24.9,70,0,0,0,0,0,0,9.5
6370,L,27.950000000000045,37.450000000000045,1321,46.9,75,0,0,0,0,0,0,9.5
6371,L,27.950000000000045,37.450000000000045,1546,36.7,77,0,0,0,0,0,0,9.5
6372,M,27.850000000000023,37.35000000000002,1879,22.4,79,0,0,0,0,0,0,9.5
6373,H,27.850000000000023,37.35000000000002,1735,28.9,82,0,0,0,0,0,0,9.5
6374,L,27.850000000000023,37.35000000000002,1506,38.8,87,0,0,0,0,0,0,9.5
6375,H,27.850000000000023,37.450000000000045,1629,32.3,89,0,0,0,0,0,0,9.600000000000023
6376,L,27.850000000000023,37.450000000000045,1694,28.7,94,0,0,0,0,0,0,9.600000000000023
6377,L,27.950000000000045,37.450000000000045,1541,37.0,96,0,0,0,0,0,0,9.5
6378,L,27.850000000000023,37.450000000000045,1514,44.6,98,0,0,0,0,0,0,9.600000000000023
6379,L,27.950000000000045,37.55000000000001,1485,45.9,100,0,0,0,0,0,0,9.599999999999966
6380,L,28.05000000000001,37.650000000000034,1430,55.0,102,0,0,0,0,0,0,9.600000000000023
6381,L,28.05000000000001,37.55000000000001,1771,27.1,104,0,0,0,0,0,0,9.5
6382,L,28.05000000000001,37.650000000000034,1481,41.9,106,0,0,0,0,0,0,9.600000000000023
6383,H,28.05000000000001,37.55000000000001,1483,43.8,108,0,0,0,0,0,0,9.5
6384,H,27.950000000000045,37.450000000000045,1463,45.1,113,0,0,0,0,0,0,9.5
6385,L,27.950000000000045,37.55000000000001,1410,48.3,118,0,0,0,0,0,0,9.599999999999966
6386,L,28.05000000000001,37.55000000000001,1656,34.3,120,0,0,0,0,0,0,9.5
6387,M,28.05000000000001,37.650000000000034,1487,39.2,122,0,0,0,0,0,0,9.600000000000023
6388,H,28.150000000000034,37.75,1509,46.6,125,0,0,0,0,0,0,9.599999999999966
6389,H,28.150000000000034,37.75,1677,30.1,130,0,0,0,0,0,0,9.599999999999966
6390,L,28.150000000000034,37.650000000000034,1450,55.0,135,0,0,0,0,0,0,9.5
6391,M,28.05000000000001,37.55000000000001,1413,43.0,137,0,0,0,0,0,0,9.5
6392,L,27.950000000000045,37.55000000000001,1680,33.8,140,0,0,0,0,0,0,9.599999999999966
6393,L,28.05000000000001,37.55000000000001,1678,30.5,142,0,0,0,0,0,0,9.5
6394,M,28.05000000000001,37.55000000000001,1408,44.0,144,0,0,0,0,0,0,9.5
6395,M,27.950000000000045,37.450000000000045,1376,52.1,147,0,0,0,0,0,0,9.5
6396,L,27.850000000000023,37.450000000000045,1526,46.4,150,0,0,0,0,0,0,9.600000000000023
6397,M,27.850000000000023,37.450000000000045,1587,32.6,152,0,0,0,0,0,0,9.600000000000023
6398,L,27.950000000000045,37.55000000000001,1351,58.2,155,0,0,0,0,0,0,9.599999999999966
6399,M,27.950000000000045,37.450000000000045,1501,38.0,157,0,0,0,0,0,0,9.5
6400,L,27.950000000000045,37.55000000000001,1601,35.8,160,0,0,0,0,0,0,9.599999999999966
6401,M,27.850000000000023,37.450000000000045,1573,39.7,162,0,0,0,0,0,0,9.600000000000023
6402,M,27.950000000000045,37.450000000000045,1584,36.7,165,0,0,0,0,0,0,9.5
6403,L,27.950000000000045,37.450000000000045,1649,33.6,168,0,0,0,0,0,0,9.5
6404,M,28.05000000000001,37.55000000000001,1183,61.4,170,0,0,0,0,0,0,9.5
6405,L,27.950000000000045,37.55000000000001,2151,17.5,173,0,0,0,0,0,0,9.599999999999966
6406,L,28.05000000000001,37.650000000000034,1526,45.6,175,0,0,0,0,0,0,9.600000000000023
6407,M,28.150000000000034,37.75,1611,29.0,177,0,0,0,0,0,0,9.599999999999966
6408,L,28.150000000000034,37.75,1601,31.7,180,0,0,0,0,0,0,9.599999999999966
6409,L,28.150000000000034,37.85000000000002,1560,40.8,182,0,0,0,0,0,0,9.699999999999989
6410,L,28.25,37.950000000000045,1544,41.9,184,0,0,0,0,0,0,9.700000000000045
6411,M,28.25,37.85000000000002,1560,42.3,186,0,0,0,0,0,0,9.600000000000023
6412,L,28.25,37.85000000000002,1423,44.2,189,0,0,0,0,0,0,9.600000000000023
6413,L,28.25,37.950000000000045,1614,33.5,191,0,0,0,0,0,0,9.700000000000045
6414,M,28.25,37.950000000000045,1457,35.1,193,0,0,0,0,0,0,9.700000000000045
6415,L,28.25,37.950000000000045,1503,42.2,196,0,0,0,0,0,0,9.700000000000045
6416,H,28.25,37.950000000000045,1484,38.0,198,0,0,0,0,0,0,9.700000000000045
6417,L,28.150000000000034,37.75,1540,39.9,203,0,0,0,0,0,0,9.599999999999966
6418,H,28.150000000000034,37.75,1405,52.1,205,0,0,0,0,0,0,9.599999999999966
6419,H,28.150000000000034,37.75,1394,46.7,210,1,1,0,0,0,0,9.599999999999966
6420,L,28.150000000000034,37.75,1518,36.4,0,0,0,0,0,0,0,9.599999999999966
6421,L,28.150000000000034,37.75,1527,41.4,2,0,0,0,0,0,0,9.599999999999966
6422,L,28.150000000000034,37.75,1377,55.3,4,0,0,0,0,0,0,9.599999999999966
6423,M,28.150000000000034,37.85000000000002,1537,37.5,6,0,0,0,0,0,0,9.699999999999989
6424,M,28.150000000000034,37.85000000000002,1409,43.2,9,0,0,0,0,0,0,9.699999999999989
6425,L,28.150000000000034,37.75,1393,56.1,12,0,0,0,0,0,0,9.599999999999966
6426,L,28.05000000000001,37.55000000000001,1448,36.8,14,0,0,0,0,0,0,9.5
6427,L,28.05000000000001,37.650000000000034,1418,49.3,16,0,0,0,0,0,0,9.600000000000023
6428,M,28.05000000000001,37.650000000000034,1743,24.1,18,0,0,0,0,0,0,9.600000000000023
6429,M,28.05000000000001,37.650000000000034,1394,47.4,21,0,0,0,0,0,0,9.600000000000023
6430,L,28.150000000000034,37.650000000000034,1523,39.2,24,0,0,0,0,0,0,9.5
6431,L,28.05000000000001,37.650000000000034,1353,59.4,26,0,0,0,0,0,0,9.600000000000023
6432,M,28.150000000000034,37.75,1447,46.5,28,0,0,0,0,0,0,9.599999999999966
6433,L,28.150000000000034,37.75,1570,34.0,31,0,0,0,0,0,0,9.599999999999966
6434,M,28.150000000000034,37.75,1494,38.5,33,0,0,0,0,0,0,9.599999999999966
6435,L,28.150000000000034,37.75,1621,34.1,36,0,0,0,0,0,0,9.599999999999966
6436,L,28.25,37.85000000000002,1769,26.1,38,0,0,0,0,0,0,9.600000000000023
6437,L,28.25,37.85000000000002,1282,66.1,40,0,0,0,0,0,0,9.600000000000023
6438,L,28.25,37.85000000000002,1581,30.3,42,0,0,0,0,0,0,9.600000000000023
6439,L,28.450000000000045,37.950000000000045,1656,32.7,44,0,0,0,0,0,0,9.5
6440,L,28.450000000000045,38.05000000000001,1648,31.7,46,0,0,0,0,0,0,9.599999999999966
6441,L,28.55000000000001,38.05000000000001,1639,31.4,48,0,0,0,0,0,0,9.5
6442,L,28.55000000000001,38.05000000000001,1348,54.8,50,0,0,0,0,0,0,9.5
6443,L,28.650000000000034,38.150000000000034,1537,33.3,52,0,0,0,0,0,0,9.5
6444,M,28.650000000000034,38.150000000000034,1270,61.0,54,0,0,0,0,0,0,9.5
6445,L,28.55000000000001,38.150000000000034,1662,34.4,57,0,0,0,0,0,0,9.600000000000023
6446,M,28.55000000000001,38.150000000000034,1471,40.2,59,0,0,0,0,0,0,9.600000000000023
6447,L,28.450000000000045,37.950000000000045,1337,45.8,62,0,0,0,0,0,0,9.5
6448,H,28.55000000000001,38.05000000000001,1877,24.8,64,0,0,0,0,0,0,9.5
6449,L,28.450000000000045,38.05000000000001,1519,44.6,69,0,0,0,0,0,0,9.599999999999966
6450,L,28.450000000000045,38.05000000000001,1378,47.3,71,0,0,0,0,0,0,9.599999999999966
6451,L,28.55000000000001,38.05000000000001,1696,27.5,73,0,0,0,0,0,0,9.5
6452,L,28.55000000000001,37.950000000000045,1376,50.8,75,0,0,0,0,0,0,9.400000000000034
6453,L,28.55000000000001,38.05000000000001,1807,24.2,77,0,0,0,0,0,0,9.5
6454,L,28.55000000000001,37.950000000000045,1598,32.8,79,0,0,0,0,0,0,9.400000000000034
6455,L,28.55000000000001,37.950000000000045,1565,40.2,81,0,0,0,0,0,0,9.400000000000034
6456,L,28.55000000000001,38.05000000000001,1387,50.6,83,0,0,0,0,0,0,9.5
6457,L,28.55000000000001,37.85000000000002,1395,48.0,85,0,0,0,0,0,0,9.300000000000011
6458,M,28.450000000000045,37.85000000000002,1302,62.9,87,0,0,0,0,0,0,9.399999999999977
6459,M,28.450000000000045,37.85000000000002,1397,55.2,90,0,0,0,0,0,0,9.399999999999977
6460,L,28.450000000000045,37.85000000000002,1313,52.9,93,0,0,0,0,0,0,9.399999999999977
6461,L,28.450000000000045,37.85000000000002,1505,35.9,95,0,0,0,0,0,0,9.399999999999977
6462,H,28.450000000000045,37.85000000000002,1483,44.0,97,0,0,0,0,0,0,9.399999999999977
6463,H,28.350000000000023,37.85000000000002,1358,60.4,102,0,0,0,0,0,0,9.5
6464,M,28.350000000000023,37.75,1735,27.0,107,0,0,0,0,0,0,9.399999999999977
6465,M,28.350000000000023,37.650000000000034,1416,48.5,110,0,0,0,0,0,0,9.300000000000011
6466,L,28.25,37.55000000000001,1740,31.1,113,0,0,0,0,0,0,9.300000000000011
6467,L,28.25,37.55000000000001,1692,27.4,115,0,0,0,0,0,0,9.300000000000011
6468,L,28.350000000000023,37.650000000000034,1507,42.5,117,0,0,0,0,0,0,9.300000000000011
6469,M,28.25,37.450000000000045,1521,35.0,119,0,0,0,0,0,0,9.200000000000045
6470,L,28.25,37.450000000000045,1379,54.5,122,0,0,0,0,0,0,9.200000000000045
6471,L,28.25,37.450000000000045,1523,38.5,124,0,0,0,0,0,0,9.200000000000045
6472,H,28.25,37.450000000000045,1571,33.6,126,0,0,0,0,0,0,9.200000000000045
6473,H,28.25,37.35000000000002,1547,50.7,131,0,0,0,0,0,0,9.100000000000023
6474,M,28.350000000000023,37.55000000000001,1347,54.3,136,0,0,0,0,0,0,9.199999999999989
6475,L,28.350000000000023,37.55000000000001,1560,30.2,139,0,0,0,0,0,0,9.199999999999989
6476,L,28.350000000000023,37.55000000000001,1384,48.6,141,0,0,0,0,0,0,9.199999999999989
6477,L,28.350000000000023,37.55000000000001,1841,24.6,143,0,0,0,0,0,0,9.199999999999989
6478,L,28.350000000000023,37.650000000000034,1663,29.1,145,1,0,0,0,0,0,9.300000000000011
6479,L,28.450000000000045,37.650000000000034,1418,42.7,147,0,0,0,0,0,0,9.199999999999989
6480,L,28.55000000000001,37.75,1775,26.6,149,0,0,0,0,0,0,9.199999999999989
6481,L,28.55000000000001,37.650000000000034,1406,48.4,151,0,0,0,0,0,0,9.100000000000023
6482,L,28.450000000000045,37.75,1480,43.7,153,0,0,0,0,0,0,9.299999999999955
6483,L,28.55000000000001,37.75,1412,45.3,155,0,0,0,0,0,0,9.199999999999989
6484,H,28.450000000000045,37.650000000000034,1913,22.5,157,0,0,0,0,0,0,9.199999999999989
6485,L,28.450000000000045,37.650000000000034,1629,37.6,162,0,0,0,0,0,0,9.199999999999989
6486,L,28.350000000000023,37.650000000000034,1939,21.4,164,0,0,0,0,0,0,9.300000000000011
6487,H,28.450000000000045,37.650000000000034,1541,36.2,166,0,0,0,0,0,0,9.199999999999989
6488,L,28.55000000000001,37.650000000000034,1330,54.4,171,0,0,0,0,0,0,9.100000000000023
6489,M,28.55000000000001,37.650000000000034,1490,38.8,173,0,0,0,0,0,0,9.100000000000023
6490,L,28.55000000000001,37.75,1383,44.5,176,0,0,0,0,0,0,9.199999999999989
6491,L,28.650000000000034,37.85000000000002,1468,52.7,178,0,0,0,0,0,0,9.199999999999989
6492,M,28.650000000000034,37.75,1444,46.0,180,0,0,0,0,0,0,9.099999999999966
6493,L,28.55000000000001,37.650000000000034,1363,53.1,183,0,0,0,0,0,0,9.100000000000023
6494,L,28.450000000000045,37.55000000000001,1617,33.2,185,0,0,0,0,0,0,9.099999999999966
6495,M,28.450000000000045,37.650000000000034,1694,31.1,187,0,0,0,0,0,0,9.199999999999989
6496,L,28.55000000000001,37.75,1815,27.0,190,0,0,0,0,0,0,9.199999999999989
6497,L,28.650000000000034,37.75,1312,65.3,192,1,0,0,0,1,0,9.099999999999966
6498,H,28.650000000000034,37.75,2041,19.2,194,0,0,0,0,0,0,9.099999999999966
6499,L,28.75,37.85000000000002,1671,26.8,199,0,0,0,0,0,0,9.100000000000023
6500,M,28.75,37.85000000000002,1416,46.6,201,0,0,0,0,0,0,9.100000000000023
6501,M,28.75,37.85000000000002,1600,36.0,204,0,0,0,0,0,0,9.100000000000023
6502,L,28.75,37.85000000000002,2595,13.7,207,0,0,0,0,0,0,9.100000000000023
6503,M,28.75,37.75,1465,42.9,209,0,0,0,0,0,0,9.0
6504,M,28.850000000000023,37.950000000000045,1681,27.4,212,0,0,0,0,0,0,9.100000000000023
6505,L,28.950000000000045,37.950000000000045,1457,39.6,215,0,0,0,0,0,0,9.0
6506,H,28.850000000000023,37.950000000000045,1454,44.1,217,0,0,0,0,0,0,9.100000000000023
6507,L,28.850000000000023,37.950000000000045,1558,32.6,0,0,0,0,0,0,0,9.100000000000023
6508,H,28.850000000000023,37.950000000000045,1756,30.7,2,0,0,0,0,0,0,9.100000000000023
6509,L,28.950000000000045,37.950000000000045,1564,36.8,7,0,0,0,0,0,0,9.0
6510,L,28.950000000000045,38.05000000000001,1455,55.3,9,0,0,0,0,0,0,9.099999999999966
6511,M,29.05000000000001,37.950000000000045,2280,15.7,11,0,0,0,0,0,0,8.900000000000034
6512,M,28.950000000000045,37.85000000000002,1433,48.1,14,0,0,0,0,0,0,8.899999999999977
6513,L,28.950000000000045,37.85000000000002,1513,38.0,17,0,0,0,0,0,0,8.899999999999977
6514,L,28.850000000000023,37.75,1507,41.8,19,0,0,0,0,0,0,8.899999999999977
6515,L,28.850000000000023,37.85000000000002,1480,43.5,21,0,0,0,0,0,0,9.0
6516,H,28.950000000000045,37.85000000000002,1470,40.1,23,0,0,0,0,0,0,8.899999999999977
6517,L,28.950000000000045,37.950000000000045,1540,36.6,28,0,0,0,0,0,0,9.0
6518,H,28.850000000000023,37.85000000000002,1212,67.9,30,0,0,0,0,0,0,9.0
6519,L,28.950000000000045,37.950000000000045,1417,46.9,35,0,0,0,0,0,0,9.0
6520,M,29.05000000000001,37.950000000000045,1666,34.9,37,0,0,0,0,0,0,8.900000000000034
6521,L,28.950000000000045,37.950000000000045,1666,27.2,40,0,0,0,0,0,0,9.0
6522,L,28.950000000000045,37.950000000000045,1489,45.8,42,0,0,0,0,0,0,9.0
6523,M,28.950000000000045,38.05000000000001,1850,27.7,44,0,0,0,0,0,0,9.099999999999966
6524,L,28.950000000000045,38.25,1874,24.8,47,0,0,0,0,0,0,9.299999999999955
6525,L,28.950000000000045,38.25,1312,73.6,49,1,0,0,1,0,0,9.299999999999955
6526,L,29.05000000000001,38.25,1515,38.4,51,0,0,0,0,0,0,9.199999999999989
6527,L,29.05000000000001,38.25,1516,44.4,53,0,0,0,0,0,0,9.199999999999989
6528,L,29.05000000000001,38.35000000000002,1546,40.0,55,0,0,0,0,0,0,9.300000000000011
6529,L,29.150000000000034,38.450000000000045,1481,40.9,57,0,0,0,0,0,0,9.300000000000011
6530,H,29.150000000000034,38.450000000000045,1605,32.5,59,0,0,0,0,0,0,9.300000000000011
6531,H,29.05000000000001,38.55000000000001,1656,26.2,64,0,0,0,0,0,0,9.5
6532,H,29.05000000000001,38.450000000000045,1352,52.0,69,0,0,0,0,0,0,9.400000000000034
6533,L,29.150000000000034,38.55000000000001,1504,47.2,74,0,0,0,0,0,0,9.399999999999977
6534,L,29.150000000000034,38.450000000000045,1436,44.2,76,0,0,0,0,0,0,9.300000000000011
6535,H,29.05000000000001,38.35000000000002,1505,43.6,78,0,0,0,0,0,0,9.300000000000011
6536,L,29.150000000000034,38.35000000000002,1406,47.1,83,0,0,0,0,0,0,9.199999999999989
6537,M,29.150000000000034,38.35000000000002,1481,39.7,85,0,0,0,0,0,0,9.199999999999989
6538,L,29.25,38.55000000000001,1487,44.6,88,0,0,0,0,0,0,9.300000000000011
6539,L,29.25,38.55000000000001,1436,54.1,90,0,0,0,0,0,0,9.300000000000011
6540,M,29.25,38.55000000000001,1368,63.7,92,1,0,0,1,0,0,9.300000000000011
6541,L,29.25,38.55000000000001,1509,38.3,95,0,0,0,0,0,0,9.300000000000011
6542,L,29.25,38.650000000000034,1543,36.9,97,0,0,0,0,0,0,9.400000000000034
6543,L,29.25,38.650000000000034,1698,29.6,99,0,0,0,0,0,0,9.400000000000034
6544,M,29.25,38.55000000000001,1470,46.5,101,0,0,0,0,0,0,9.300000000000011
6545,M,29.25,38.650000000000034,1738,30.3,104,0,0,0,0,0,0,9.400000000000034
6546,M,29.25,38.650000000000034,1530,39.9,107,0,0,0,0,0,0,9.400000000000034
6547,L,29.25,38.650000000000034,1740,29.2,110,0,0,0,0,0,0,9.400000000000034
6548,L,29.25,38.650000000000034,1770,24.1,112,0,0,0,0,0,0,9.400000000000034
6549,H,29.150000000000034,38.450000000000045,1527,44.0,114,0,0,0,0,0,0,9.300000000000011
6550,L,29.150000000000034,38.55000000000001,1516,46.0,119,0,0,0,0,0,0,9.399999999999977
6551,L,29.25,38.55000000000001,1616,36.5,121,0,0,0,0,0,0,9.300000000000011
6552,L,29.25,38.55000000000001,1786,26.1,123,0,0,0,0,0,0,9.300000000000011
6553,L,29.25,38.650000000000034,1389,52.7,125,0,0,0,0,0,0,9.400000000000034
6554,M,29.25,38.55000000000001,1639,29.8,127,0,0,0,0,0,0,9.300000000000011
6555,H,29.350000000000023,38.55000000000001,1394,46.7,130,0,0,0,0,0,0,9.199999999999989
6556,L,29.350000000000023,38.55000000000001,1686,27.9,135,0,0,0,0,0,0,9.199999999999989
6557,M,29.350000000000023,38.450000000000045,1638,31.9,137,0,0,0,0,0,0,9.100000000000023
6558,M,29.350000000000023,38.450000000000045,1447,41.9,140,0,0,0,0,0,0,9.100000000000023
6559,H,29.350000000000023,38.450000000000045,1512,39.0,143,0,0,0,0,0,0,9.100000000000023
6560,L,29.450000000000045,38.650000000000034,1961,21.8,148,0,0,0,0,0,0,9.199999999999989
6561,L,29.350000000000023,38.55000000000001,1596,35.4,150,0,0,0,0,0,0,9.199999999999989
6562,M,29.350000000000023,38.55000000000001,1871,21.3,152,0,0,0,0,0,0,9.199999999999989
6563,L,29.350000000000023,38.55000000000001,1942,20.5,155,0,0,0,0,0,0,9.199999999999989
6564,L,29.25,38.450000000000045,1557,38.2,157,0,0,0,0,0,0,9.200000000000045
6565,L,29.25,38.450000000000045,1550,36.8,159,0,0,0,0,0,0,9.200000000000045
6566,L,29.150000000000034,38.450000000000045,1966,22.6,161,0,0,0,0,0,0,9.300000000000011
6567,M,29.150000000000034,38.450000000000045,1499,36.1,163,0,0,0,0,0,0,9.300000000000011
6568,L,29.150000000000034,38.450000000000045,1521,36.3,166,0,0,0,0,0,0,9.300000000000011
6569,M,29.25,38.55000000000001,1375,42.0,168,0,0,0,0,0,0,9.300000000000011
6570,L,29.25,38.450000000000045,1634,31.1,171,0,0,0,0,0,0,9.200000000000045
6571,M,29.150000000000034,38.450000000000045,1378,49.4,173,0,0,0,0,0,0,9.300000000000011
6572,L,29.25,38.55000000000001,1428,53.7,176,0,0,0,0,0,0,9.300000000000011
6573,M,29.25,38.450000000000045,1855,25.3,178,0,0,0,0,0,0,9.200000000000045
6574,L,29.25,38.450000000000045,1578,33.0,181,0,0,0,0,0,0,9.200000000000045
6575,M,29.25,38.35000000000002,1451,45.3,183,0,0,0,0,0,0,9.100000000000023
6576,L,29.350000000000023,38.35000000000002,1644,34.9,186,0,0,0,0,0,0,9.0
6577,L,29.25,38.25,1388,45.3,188,0,0,0,0,0,0,9.0
6578,L,29.25,38.25,1543,40.9,190,0,0,0,0,0,0,9.0
6579,L,29.150000000000034,38.25,1501,41.6,192,0,0,0,0,0,0,9.099999999999966
6580,L,29.150000000000034,38.25,1507,39.1,194,0,0,0,0,0,0,9.099999999999966
6581,L,29.25,38.25,1559,36.0,196,0,0,0,0,0,0,9.0
6582,L,29.350000000000023,38.35000000000002,1528,35.7,198,0,0,0,0,0,0,9.0
6583,M,29.350000000000023,38.35000000000002,1503,38.2,200,0,0,0,0,0,0,9.0
6584,L,29.350000000000023,38.35000000000002,1372,44.0,203,0,0,0,0,0,0,9.0
6585,M,29.350000000000023,38.35000000000002,1600,32.8,205,0,0,0,0,0,0,9.0
6586,L,29.350000000000023,38.450000000000045,1453,44.0,208,0,0,0,0,0,0,9.100000000000023
6587,M,29.450000000000045,38.55000000000001,1813,24.6,210,0,0,0,0,0,0,9.099999999999966
6588,L,29.450000000000045,38.55000000000001,1457,40.4,213,0,0,0,0,0,0,9.099999999999966
6589,M,29.450000000000045,38.450000000000045,1553,38.9,0,0,0,0,0,0,0,9.0
6590,L,29.55000000000001,38.55000000000001,1763,25.9,3,0,0,0,0,0,0,9.0
6591,L,29.55000000000001,38.55000000000001,2023,20.9,5,0,0,0,0,0,0,9.0
6592,M,29.450000000000045,38.55000000000001,1457,47.8,7,0,0,0,0,0,0,9.099999999999966
6593,L,29.450000000000045,38.55000000000001,1679,29.5,10,0,0,0,0,0,0,9.099999999999966
6594,L,29.450000000000045,38.450000000000045,2103,19.7,12,0,0,0,0,0,0,9.0
6595,M,29.350000000000023,38.55000000000001,1460,38.6,14,0,0,0,0,0,0,9.199999999999989
6596,M,29.350000000000023,38.55000000000001,1454,39.4,17,0,0,0,0,0,0,9.199999999999989
6597,L,29.350000000000023,38.450000000000045,1481,46.8,20,0,0,0,0,0,0,9.100000000000023
6598,L,29.350000000000023,38.55000000000001,1424,51.1,22,0,0,0,0,0,0,9.199999999999989
6599,L,29.450000000000045,38.55000000000001,1494,39.5,24,0,0,0,0,0,0,9.099999999999966
6600,M,29.350000000000023,38.450000000000045,1424,47.0,26,0,0,0,0,0,0,9.100000000000023
